z,zerr,mean_fiber_ra,mean_fiber_dec
1.413442326046989,6.43475670436512e-05,241.56586,44.30575
0.5304579061485187,6.274968051957235e-05,241.58493,44.371017
-0.0002300237631795488,3.4288388396489078e-06,241.55118,44.35805
-0.00025247418902226847,0.00012606370770262682,241.6788,44.17376
1.4728248454501784,0.00013015143240849823,241.57274,44.198353
0.939112261694338,0.00022933395651749842,241.5596,44.201065
-0.0006699373110383434,7.247111086337028e-06,241.45073,44.16533
1.2169639029963715,0.0002011606841756847,241.45212,44.16176
0.7909221290743701,0.00010938653176291463,241.47734,44.216557
-0.0002461961163597163,1.9427563379480075e-06,241.43341,44.20252
0.0455849626294663,1.712020602723748e-05,241.51666,44.272797
0.8444859227237663,0.00015197565021620013,241.52649,44.3112
0.9516495882542307,0.00015189908769930286,241.51051,44.30105
2.0679473916470097,0.00015739349834392684,241.492,44.289078
1.0391687949528645,4.7029310013987944e-05,241.51912,44.319317
0.2698942980091166,1.1664270705323668e-05,241.48055,44.330036
0.2352820142780943,7.765910616439394e-05,241.41878,44.29055
1.2144504314655982,0.00014365094998302093,241.38832,44.2892
-0.00014252792642425454,6.437305325281718e-07,241.35681,44.323517
2.5337127089015952e-05,5.684103466975253e-06,241.33922,44.26553
1.0923257485175424,5.580720018527129e-05,241.33629,44.31513
1.5214719871089593,5.134236834869169e-05,241.6341,44.4375
0.31820505761059065,8.797345561623088e-05,241.53009,44.43428
-3.412457198880507e-07,4.983531348523156e-07,241.46083,44.39592
0.25715155024615377,8.260598959986915e-06,241.44363,44.40866
0.25977585098214373,6.78127287273979e-05,241.38744,44.34402
1.8614107938891002,0.0005893422977894978,241.32133,44.407738
-0.0001965010150858508,1.0289317172507662e-05,241.33232,44.365833
1.0410045655264806,0.00017546816974524756,241.29073,44.37246
1.4085924001583485,0.00013124642163016216,241.29932,44.443264
-9.626408617063433e-05,4.966529086893612e-06,241.2785,44.44107
-0.000679695532688779,3.2413621832152685e-06,241.15237,44.43771
-5.714852314465608e-05,1.9172239177267173e-06,241.35265,44.190536
1.1386152016409283,8.124507405029077e-05,241.3465,44.15347
0.8726578409125647,3.0242757643296038e-05,241.33412,44.258842
0.045308818461181816,4.066797340920273e-05,241.26077,44.272095
0.043277344674072356,1.0096701966277477e-05,241.24141,44.2752
0.2325081278981464,6.288669967082e-05,241.17113,44.259167
-0.0001497881622931034,1.96128529695819e-06,241.1133,44.243637
0.5695568815887566,6.4573862487544864e-06,241.27843,44.07634
0.6966833619332511,2.267654272772272e-05,241.2554,44.075874
-0.0005052718094039891,2.2256028842551003e-06,241.2254,44.08795
0.7659252662925139,1.879593281043714e-05,241.2159,44.06462
-0.00023827865451949118,5.702094106587442e-06,241.12192,44.07465
0.3452447919766882,2.3056821604482945e-05,241.08372,44.057434
-0.0008006808625738753,2.8270874196445476e-05,241.1067,44.1128
1.480915889163887,8.363632523653352e-05,241.10756,44.190712
-0.00018728328659737274,7.431304668445812e-06,241.1279,44.144093
-6.0650260852651346e-05,3.2552617576107498e-06,241.07762,44.240604
0.22995958192138957,3.157559469493672e-05,241.00226,44.2234
1.5627901626246778,9.978551980152894e-05,240.98122,44.19513
0.8126597214606305,9.960876541896521e-05,240.9901,44.17187
0.545035031103912,0.0001227954832110018,240.93456,44.186874
1.0942875233689957,3.184762198295935e-05,241.19975,44.291946
-5.578117983353171e-05,3.21937146328142e-06,241.15683,44.317513
0.23438314232182622,4.5514182791365796e-05,241.15366,44.322205
1.012661490618734,5.020815501091001e-05,241.19331,44.35207
0.00012077759479412515,1.468354825680222e-06,241.17696,44.364708
0.3193390346992561,1.825375366864342e-05,241.16125,44.340115
0.9116437578287049,4.1997530140204276e-05,241.13988,44.303177
-4.276343763830753e-05,4.917088061677917e-06,241.077,44.30456
0.6772341903509415,5.158404093866882e-05,241.1359,44.406895
-5.314132311440351e-05,3.3603624472253526e-06,241.08752,44.39034
1.0382484796727192,8.73734114417754e-05,241.05266,44.38983
0.9110144536845355,0.00010596472187700387,241.01707,44.383236
1.3678185593571062,0.0003394259280708925,240.98207,44.394318
1.5413743479241864,0.00014568952715784267,240.97,44.40133
1.4865894003967375,0.00010953927301887569,240.926,44.410587
0.2952722176751216,6.161566230807372e-06,241.02583,44.296093
1.2424073790395085,0.00010139142316322152,241.00002,44.271297
-0.00092972748525152,2.349524307724497e-06,240.96642,44.275146
-0.0009312309279159766,6.452091075486327e-06,240.96645,44.27524
0.34967184788242767,5.241257178292985e-05,241.00755,44.32126
1.127652546313066,0.00012622897902325806,240.95605,44.319473
0.19876793536788304,4.71130573105247e-06,240.89725,44.25027
0.9259186644078771,1.5955910009151173e-05,240.88754,44.256115
1.1991381989176697,6.69933417521056e-05,240.9121,44.293545
-0.0009396916629162734,7.2529918754570955e-06,240.8705,44.279858
-0.0001266323154300786,3.463431341784751e-06,240.95247,44.366104
-0.0006452592004651516,2.135067610791271e-05,240.94284,44.36093
0.919744219086852,0.00041299093314502643,240.9416,44.386078
0.29914554320163106,1.411007863544136e-05,240.84923,44.373333
0.15659928659011488,4.1196364948857176e-05,240.9025,44.40532
0.03703952297558295,2.4439212091342545e-06,240.81052,44.30538
-0.00015640863570709777,1.8716287580476271e-06,240.79913,44.373405
1.0349393621560037,8.947315691263728e-05,240.7256,44.39047
0.9102869070536375,2.56740288810597e-05,240.8812,44.449524
0.3582404833743574,3.819181004766904e-05,240.72507,44.41531
0.38081306628963235,7.187309508041821e-06,242.04326,42.784004
0.13299741507409898,2.7503052137383828e-05,242.01471,42.51987
0.27844766599128873,3.7653950705871447e-06,241.92523,42.531643
1.4644291018513886,6.279578553352563e-05,241.92587,42.463432
1.183690036183124,3.787175981960713e-05,241.87535,42.48915
0.19809054003863913,3.6356289199824243e-06,242.04332,42.698143
-2.0613133695555292e-05,5.984076797770184e-06,242.02583,42.651356
0.0002472195147404101,4.934214737635399e-05,241.99567,42.71209
1.0699032551988736,6.372854133127018e-05,241.92145,42.680214
0.22160204966676225,2.2128813134924213e-05,241.89453,42.734486
0.3220211248390755,8.26336877763841e-05,241.84663,42.621964
0.00017548773360348457,0.00017235134610487843,241.84082,42.6178
1.0607184109624734,3.227980416431791e-05,241.82188,42.626213
0.26426035877818954,6.7920304081732594e-06,241.813,42.551903
0.9792721784668813,9.696753174620854e-05,241.79848,42.582943
0.23006872373554388,5.393808332726648e-06,241.78267,42.593395
3.2323955384216945e-05,3.5474585568180394e-06,241.73563,42.569534
0.979565948501856,2.8058725802130092e-05,241.74571,42.715557
1.699668713448595e-05,1.142512725070963e-06,241.7291,42.6544
0.08364116156822109,4.6744694959448683e-05,242.04796,43.04296
0.059571262666042374,4.2942203574711176e-06,242.02136,42.9539
0.09021691019589953,3.993226176546245e-06,242.02101,43.034954
1.0501872105697994,0.00014208648342652942,241.96976,43.024067
0.22578224203724356,4.0027877616093995e-06,241.98032,42.890457
0.9352944022768813,3.237283637843052e-05,241.92836,42.83847
0.2574287232887032,7.243504117345523e-06,241.91023,42.98375
1.259636243624401,9.079659781465336e-05,241.90356,42.989887
0.2967699674196224,6.960464851479801e-05,241.90244,42.988457
0.3231497592279947,0.00016713746832501916,241.86354,42.996353
1.9112567648577868e-05,4.183874446208951e-06,241.91386,42.925766
-0.0003029616677668489,6.175982801281792e-06,241.83981,42.969566
0.7742197218911057,0.00014468915306407564,241.82874,42.976257
2.4727830893790297,0.0003213850570592081,241.94983,43.09368
0.08099131517233824,1.2868443643336273e-06,242.01923,43.171265
0.6655813418231865,0.0001271764137981031,241.96729,43.218395
-8.559755699228198e-05,2.9080884369282686e-06,241.92569,43.22652
1.5655998590104108,5.2781971673172955e-05,241.87236,43.230232
0.8884223870508017,2.648238158695628e-05,241.8534,43.232216
0.9814896092396261,0.00011457588292069239,241.78725,43.18033
-1.7507027977036497e-05,1.138129394224934e-05,241.80795,43.046215
-8.805846155151866e-05,4.769054040396716e-06,241.76338,43.008724
-7.270848888296132e-05,2.3986069305268817e-06,241.75226,43.032417
0.9029502202505935,8.852552054899154e-05,241.7467,43.067467
0.22301207686592847,0.00023246398804817743,241.81812,43.12642
0.8021005318999088,0.00011131619604496413,241.74605,43.188576
1.4823850296424455,6.319957134840514e-05,241.67856,43.19574
0.18092871858573759,5.421137772424638e-06,241.65765,43.073803
-2.158526532296878e-05,5.8410333717324765e-06,241.66403,43.175953
0.7481156527944038,5.071913199560643e-05,241.63239,43.129555
0.2234059451084611,4.773580430958864e-05,241.6158,43.13885
0.750074944662958,0.00018983253837632434,241.61502,43.147095
0.22231363490960282,3.995477310340356e-05,241.61656,43.14391
0.17601347088535793,1.1836997996395839e-05,241.8791,42.789883
0.1862806735007676,9.730699518050416e-05,241.74345,42.78893
0.18722161321037117,1.849072989043191e-05,241.74298,42.832146
0.6523877047678739,0.0001197315218867471,241.74263,42.831013
0.1932232304780554,7.145113984154834e-05,241.74432,42.9484
0.1849258789246467,7.844087416410987e-05,241.70079,42.951256
-0.00024774033515298613,2.715418708165732e-06,241.70401,42.954536
0.0897898829600457,2.1179678839025196e-05,241.58292,42.930744
0.27293292496733107,1.522221236289941e-05,241.7166,42.769875
0.2738143991301696,1.8626638647133723e-05,241.6872,42.767788
1.2670588139270689,2.9936106106708515e-05,241.60965,42.756485
-0.00013477974072089214,1.77944258076197e-06,241.60266,42.756092
1.459413701426034,6.861157680745566e-05,241.55594,42.778748
0.18640830050934945,9.006172614137583e-05,241.59073,42.84632
0.11732480217280405,9.74724457275049e-06,241.56836,42.849873
0.5912356744941595,7.026584536541349e-06,241.5456,42.875237
0.13109435951457946,1.7929467700932417e-05,241.54604,42.889996
0.7511862283003674,9.77552921809672e-05,241.49503,42.8976
0.08934586455642207,7.053749706481156e-05,241.52069,42.844368
-0.0001262346938890466,1.99202921769766e-06,241.49126,42.81962
1.308089047472541,2.3268296189802517e-05,241.49039,42.84407
0.2202682278831119,7.593873681350239e-06,241.45076,42.8431
0.29940891017602167,2.3577602831957602e-05,241.42114,42.859104
-7.981752428552062e-06,5.933492015428562e-06,241.57785,42.974125
0.13724572475351077,3.995907814995326e-05,241.57242,43.02495
0.22002679270982295,2.8136237524149685e-05,241.53618,43.03509
-4.7769850523018025e-05,2.3242096060187995e-06,241.56915,43.06814
2.007763902224533,0.0005862149963686799,241.59195,43.116615
0.21381295920808943,2.2892731336617336e-06,241.48749,43.107555
1.5740902558897085,8.098982067895401e-05,241.46765,43.095383
0.2942177269242163,1.5917541428378243e-05,241.46071,43.102882
1.2608530036693861,6.0637531556083345e-05,241.51393,42.945377
0.23182388763255865,1.834463623579281e-05,241.46242,42.946262
-0.0008400239625314867,8.32343148576301e-06,241.45091,42.941807
-0.00037851080372644475,1.5027363107786975e-06,241.45522,42.97983
-0.0003537937429622394,3.032153988056713e-06,241.41399,42.918156
1.1688984274529681,3.2636663962261586e-05,241.38757,42.91991
-5.04696507411938e-05,6.60784267419321e-06,241.39735,42.968937
-0.00023999339932639463,2.3949974382388986e-06,241.36168,42.987488
0.26104792823957,2.015420134682488e-05,241.36252,42.95726
0.5972590151180739,7.429328979918298e-05,241.39977,43.08551
-0.00013250672681321336,3.4069684562840378e-06,241.33455,43.093327
-0.00023624447799201528,1.4196959708018458e-06,241.33638,42.999233
0.20826776404012026,6.125342783559162e-06,241.81131,42.470924
0.7460373105065903,6.602186328323745e-05,241.66422,42.462753
0.47779010983336484,6.594256923181368e-05,241.69093,42.534485
1.1566508192474487,8.54014660940709e-05,241.6612,42.539635
0.2979233437635887,1.612584364018769e-05,241.72095,42.563286
0.2974946349057411,8.215615085876957e-05,241.7156,42.575428
-6.717460764435288e-05,3.467211662875969e-06,241.70334,42.58904
0.9817147568678967,6.220157977355357e-05,241.6309,42.489513
0.8895014656561583,2.0947654468200664e-05,241.62904,42.489735
2.3621920045175614e-05,9.626476345772658e-07,241.5983,42.48649
-0.0002924990844180416,7.3930789490675595e-06,241.59663,42.51297
0.922904141004676,2.6174208796619897e-05,241.6048,42.534657
1.0502794708381156,6.498039844993398e-05,241.63641,42.635983
0.22401205863917165,2.678405944224069e-05,241.59546,42.663208
1.2102073877609463,8.690028913258769e-05,241.55203,42.65221
0.6123799967662992,3.163028029466142e-05,241.52238,42.660194
-2.64104312290599e-06,1.8660177163130626e-06,241.53693,42.591694
-0.0001267204733291226,1.495109779224857e-06,241.51216,42.594643
0.31642498214066345,2.378993194836069e-05,241.44948,42.64038
0.9229941319429759,1.65691432795123e-05,241.57475,42.480213
0.7594634488559583,7.148687572392794e-05,241.49857,42.466114
-8.564882540649618e-05,8.608175208509362e-06,241.50706,42.503178
-0.00010187179549723818,3.6766713146538864e-06,241.50694,42.503166
0.12377949125567655,2.7012000581011295e-05,241.47633,42.552517
0.1763466130271286,2.5820742692290866e-05,241.48035,42.47069
0.03956388351519957,1.1839840049938265e-05,241.40283,42.5075
0.29667309893257715,2.6644354564912174e-05,241.39464,42.474415
-0.0002036797859858605,3.8856504847027945e-06,241.49551,42.562725
1.3296279715447539,4.431798248366035e-05,241.47496,42.577385
0.9839571579762924,0.0001630610082018625,241.34297,42.631702
0.27848571190812216,7.14881330216474e-05,241.40108,42.54376
-6.243021211745993e-05,1.5034646959422319e-06,241.32336,42.55355
-1.6879944542794797e-05,5.564867264620601e-06,241.28732,42.555473
-0.00047339130860365504,2.3758829680371157e-06,241.27687,42.580517
1.0386647235477364,4.641855596132966e-05,241.27605,42.60612
0.2969246869878432,4.003855246552517e-05,241.35437,42.471104
-0.0001212692598229525,1.0715817039429809e-06,241.27678,42.50894
-0.00013552623025179413,4.222733988514038e-06,241.23671,42.506718
0.29760075743312875,9.032350548949776e-05,241.22765,42.559513
-1.4971572012350802e-05,1.1000598548594214e-05,241.13368,42.48599
-0.00031105191356008865,3.3505892539621693e-06,241.14656,42.52516
0.7313945038727746,0.00011096409172458868,241.12625,42.529152
0.6298553975834621,9.433217064343687e-05,241.09702,42.53053
0.5268854987827489,2.3860798980346854e-05,241.1024,42.54357
3.2722189536184805e-05,2.8347743765797015e-06,241.06549,42.4943
0.2105394343621312,4.184576596350219e-06,240.99713,42.451237
-0.00035372648974101874,3.332595409494847e-06,240.9708,42.482277
0.9080237347132227,0.00012222506143797873,240.9523,42.506767
-0.00039303795243795646,3.4926198943837684e-06,241.53432,42.747932
0.22621484908291348,5.560879300190352e-05,241.34953,42.741215
-0.0002413716000759853,2.314032888380889e-06,241.34709,42.727142
0.29864256706203307,9.736032647569016e-06,241.33107,42.743114
-0.00019351323569667792,5.3218148553094735e-06,241.40353,42.818733
0.7429516644886034,0.00015828729687754047,241.4052,42.794556
0.7294448582058215,7.498871991420759e-05,241.40784,42.773968
0.40463840108168103,1.7477164631764458e-05,241.35252,42.812157
-0.00015052344007911888,9.740142426818023e-06,241.40222,42.870193
-6.888861757147372e-05,5.307339019163514e-06,241.34375,42.86144
0.726810235052124,0.00020649942723435257,241.31229,42.775497
0.7822218818558768,2.7960724048864277e-05,241.28795,42.78638
0.06048600251881967,2.3809699579117013e-06,241.2805,42.845615
1.0386726746632642,2.4480697165424863e-05,241.39223,42.652714
-9.91351851902578e-05,5.385342241230575e-06,241.30473,42.649094
0.03891225572960266,4.625767007590045e-06,241.18002,42.711494
-8.699844001527637e-05,3.1430497553948215e-06,241.15796,42.760067
1.0828529043418047,0.0001001255520029284,241.13425,42.7368
1.1700847362275089,9.745887762011547e-05,241.10416,42.79645
-0.00013276388197366664,3.6923175319216802e-06,241.21838,42.886223
9.321703307008217e-06,1.5313158300288642e-06,241.216,42.885983
0.8203948700933994,0.00016678114080763653,241.18782,42.94266
0.25811818336499437,2.893394956301319e-05,241.17659,42.94035
0.0731667949458308,2.8283946873064124e-05,241.15207,42.933674
0.2602891680367084,4.300316436287069e-06,241.1463,42.927998
1.0921840643416627,6.473710046765512e-05,241.20901,42.987747
0.9383819003175842,1.7305366338363817e-05,241.14078,43.032875
1.4286883740108078,3.6669998193045206e-05,241.08142,43.018078
0.914719768871647,3.3165737725305545e-05,241.10744,42.83468
0.6464855714437931,0.00010315125383039327,241.06995,42.884018
1.3230786728454997,0.00010311858629888559,241.03648,42.80986
0.3814333604607459,2.2252000726396915e-05,241.01973,42.81763
0.22069421126926425,7.87467152321209e-05,240.89404,42.902462
-6.780329692216825e-05,3.388919276050648e-06,240.92737,42.975243
0.29836264858500006,1.7127849957419507e-05,241.16841,42.637184
0.7411068215448703,3.5113763763299235e-05,241.1271,42.610413
0.20770823195287377,4.621565251376547e-06,241.13077,42.64547
0.20836894987655277,7.994816995486285e-05,241.11462,42.659748
0.2938736506191608,7.516475906206195e-05,241.12238,42.675034
0.20937383079230729,7.434003663284675e-05,241.0699,42.648003
1.4166235119766375,0.00023000675369396436,241.07869,42.574184
0.9506036411929298,7.347054625718619e-05,241.05952,42.56858
0.2100388283213583,4.713333626446446e-06,241.05212,42.714725
0.7384314109071635,3.489036154832649e-05,241.02142,42.720253
0.8660976684691913,2.4824580087045105e-05,241.04399,42.742447
-5.7293561390398884e-05,1.0717006648615807e-06,241.04872,42.755817
0.7481745764891135,0.00010115599634237159,241.03093,42.761192
6.0177193209104237e-05,3.4157731813589776e-06,240.98537,42.726925
0.2087598973039636,2.261735713524456e-05,240.99905,42.681446
-0.0005752476837948157,9.218911212512637e-06,240.8819,42.702038
-1.8184016383844772e-05,4.492113085227333e-06,240.86278,42.619526
-0.0005913447084051549,1.1836447232025971e-05,240.89978,42.5513
0.21860127142273872,0.00010510119079779825,240.82571,42.54669
0.8861391650227769,1.728658055441545e-05,240.85286,42.608887
1.1988608180089304,1.8964287702408335e-05,240.82257,42.559433
-0.0005251676592311065,1.0301298640758033e-05,240.85109,42.66147
0.3831758457297348,3.034867033392668e-05,240.84575,42.719467
0.8889454115901809,0.00013875035778708271,240.8026,42.67491
-0.00012791364803038747,1.1242436495677336e-06,240.79793,42.68337
7.44110055185413e-05,5.145473978725548e-06,240.79292,42.699135
0.7293734238694143,0.00011576295311596195,240.80473,42.62684
-0.00015428132986114687,4.936982990635735e-06,240.76297,42.651638
